;loss_train;loss_val;metric_train;metric_val
0;0.06936404048587516;0.4166755699643902;0.6710040974617004;0.7172095367283213
1;0.06350912570721653;0.4177828127262639;0.6795849657058716;0.7157632322872386
2;0.0639823932885824;0.4190055634461197;0.6789172792434692;0.7138778981478775
3;0.06446594942288325;0.42051564829022275;0.6781694209575653;0.7116510867342061
4;0.06203566233814465;0.4227646016607098;0.681759672164917;0.7083469125277856
5;0.06415081772599902;0.425137903176102;0.6786117947101593;0.7048406222579526
6;0.06161770792038156;0.42807261499704097;0.6823322558403015;0.7001236567602438
7;0.062114386819804385;0.4317772610514772;0.6815550172328949;0.6941279992461205
8;0.06009101917354605;0.4363567490203708;0.6845437860488892;0.6870126350869552
9;0.0660620315688959;0.4424516149595672;0.6757033014297485;0.6778471852668707
